date,clan,name,higher,lower,description,reason,comments
1996-06-18,S,S-080,S-005,S-042,"assigned rank 2, between S-005 and S-042",mother unknown,
1996-12-26,A,A-093,A-019,A-014,"assigned rank 21, between A-019 and A-014",mother unknown,
1997-01-19,M,M-082,M-007,M-041,"M-082 drops to rank 2, between M-007 and M-041",female coup,
1997-04-09,M,L-044,L-045,N-045,"L-044 joins hierarchy in rank 41, between L-045 and N-045",male coup,
1997-09-08,T,T-014,T-013,T-009,"T-014 assigned rank 5, between T-013 and T-009",mother unknown,
1998-03-23,T,T-010,T-002,T-013,"T-010 assigned rank 4, between T-002 and T-013",mother unknown,
1998-04-06,M,N-045,N-042,A-056,"N-042 overtakes N-045 to go to rank 41, N-045 drops to rank 42",male coup,
1998-04-19,L,L-116,L-111,L-004,"L-116 adopted by L-088, joins hierarchy in rank 3, below L-111",adoption,enter rank when adopted cub joins another cub of the allo-mother or genetic cub is born after mother adopted another cub
1998-05-24,M,X-006,A-056,N-046,"X-006 drops to rank 40, between A-056 and N-046",male coup,
1998-05-25,M,M-008,A-056,X-006,"M-008 drops to rank 39, between A-056 and X-006",male coup,
1998-08-09,A,A-001,A-019,A-101,"A-001+A-101+A-089+A-084+A-018+A-046+A-010+A-080+A-054 drop to ranks 10-18, between A-019 and A-093",female coup,
1998-08-09,A,A-101,A-001,A-089,"A-001+A-101+A-089+A-084+A-018+A-046+A-010+A-080+A-054 drop to ranks 10-18, between A-019 and A-093",female coup,
1998-08-09,A,A-089,A-101,A-084,"A-001+A-101+A-089+A-084+A-018+A-046+A-010+A-080+A-054 drop to ranks 10-18, between A-019 and A-093",female coup,
1998-08-09,A,A-084,A-089,A-018,"A-001+A-101+A-089+A-084+A-018+A-046+A-010+A-080+A-054 drop to ranks 10-18, between A-019 and A-093",female coup,
1998-08-09,A,A-018,A-084,A-046,"A-001+A-101+A-089+A-084+A-018+A-046+A-010+A-080+A-054 drop to ranks 10-18, between A-019 and A-093",female coup,
1998-08-09,A,A-046,A-018,A-010,"A-001+A-101+A-089+A-084+A-018+A-046+A-010+A-080+A-054 drop to ranks 10-18, between A-019 and A-093",female coup,
1998-08-09,A,A-010,A-046,A-080,"A-001+A-101+A-089+A-084+A-018+A-046+A-010+A-080+A-054 drop to ranks 10-18, between A-019 and A-093",female coup,
1998-08-09,A,A-080,A-010,A-054,"A-001+A-101+A-089+A-084+A-018+A-046+A-010+A-080+A-054 drop to ranks 10-18, between A-019 and A-093",female coup,
1998-08-09,A,A-054,A-080,A-093,"A-001+A-101+A-089+A-084+A-018+A-046+A-010+A-080+A-054 drop to ranks 10-18, between A-019 and A-093",female coup,
1998-10-27,T,L-044,L-045,last,"L-044 drops to rank 15, below L-045",male coup,
1998-11-13,S,A-008,S-084,A-018,"A-008 assigned rank 6, between S-084 and A-018",female dispersal,
1999-04-06,M,R-080,N-046,A-087,"R-080+A-087 immigrate, dominant over A-087",immigrate on same date,
2000-02-04,F,F-044,S-042,L-083,"F-044 drops to rank 19, between S-042 and L-083",male coup,
2000-02-08,F,F-001,F-086,F-081,"F-001+F-081+F-007+F-088+F-089+F-045 drop to ranks 6-11, between F-086+F-004",female coup,
2000-02-08,F,F-081,F-001,F-007,"F-001+F-081+F-007+F-088+F-089+F-045 drop to ranks 6-11, between F-086+F-004",female coup,
2000-02-08,F,F-007,F-081,F-088,"F-001+F-081+F-007+F-088+F-089+F-045 drop to ranks 6-11, between F-086+F-004",female coup,
2000-02-08,F,F-088,F-007,F-089,"F-001+F-081+F-007+F-088+F-089+F-045 drop to ranks 6-11, between F-086+F-004",female coup,
2000-02-08,F,F-089,F-088,F-045,"F-001+F-081+F-007+F-088+F-089+F-045 drop to ranks 6-11, between F-086+F-004",female coup,
2000-02-08,F,F-045,F-089,F-004,"F-001+F-081+F-007+F-088+F-089+F-045 drop to ranks 6-11, between F-086+F-004",female coup,
2000-02-23,U,M-120,M-118,M-113,"M-120 joins hierarchy in rank 3, between M-118 and M-113",female dispersal,
2000-03-04,S,S-083,S-082,A-019,"S-083 increases to rank 3, between S-082 and A-019",female coup,
2000-06-20,T,T-092,T-086,T-007,"T-092 assigned rank 11, between T-086 and T-007",mother unknown,
2000-09-03,M,M-007,M-158,M-148,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-03,M,M-148,M-007,M-149,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-03,M,M-149,M-148,M-132,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-03,M,M-132,M-149,M-133,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-03,M,M-133,M-132,M-100,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-03,M,M-100,M-133,M-140,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-03,M,M-140,M-100,M-141,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-03,M,M-141,M-140,M-082,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-03,M,M-082,M-141,M-129,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-03,M,M-129,M-082,M-088,"M-007+M-148+M-149+M-132+M-133+M-100+M-140+M-141++M-082+M-129 drop to ranks 12-21, between M-158 and M-088",female coup,
2000-09-11,L,L-040,L-047,M-047,"L-040 drops to rank 52, between L-047 and M-047",male coup,
2000-10-17,S,S-080,S-085,S-082,"S-080+S-082 drop to ranks 8+9, between S-085 and A-018",female coup,
2000-10-17,S,S-082,S-080,A-018,"S-080+S-082 drop to ranks 8+9, between S-085 and A-018",female coup,
2001-07-13,A,M-141,A-092,L-118,"A-092, M-141+L-118 immigrate, enter hierarchy in ranks 58-60",immigrate on same date,
2001-07-21,A,L-095,X-017,L-128,"M-126+M-133+L-128 immigrate; L-095+L-128 increase in rank to ranks 58+59, between X-017 and A-092",immigrate on same date,
2001-07-21,A,L-128,L-095,A-092,"M-126+M-133+L-128 immigrate; L-095+L-128 increase in rank to ranks 58+59, between X-017 and A-092",immigrate on same date,
2001-07-26,L,F-084,X-014,M-104,"F-084 immigrates; joins hierarchy in rank 69, before M-104",male coup,
2001-07-31,A,X-024,X-017,L-095,"X-024+L-108 immigrate; X-024 joins hierarchy in rank 57, just below X-017, L-108 joins in rank 60, just below L-128",immigrate on same date,
2001-07-31,A,L-108,L-128,A-092,"X-024+L-108 immigrate; X-024 joins hierarchy in rank 57, just below X-017, L-108 joins in rank 60, just below L-128",immigrate on same date,
2001-08-11,S,X-019,L-106,A-085,X-019+A-085 immigrate; join hierarchy in ranks 26+25 (X-019 dominant over A-085),immigrate on same date,
2001-08-14,S,N-082,X-019,A-085,"N-082 joins hierarchy in rank 26, between X-019 and A-085",male coup,
2001-09-02,N,N-007,N-083,N-106,N-003 dominates N-007; assumed that whole N-003 matriline overtakes whole N-007 matriline,female coup,
2001-09-02,N,N-106,N-007,N-100,N-003 dominates N-007; assumed that whole N-003 matriline overtakes whole N-007 matriline,female coup,
2001-09-02,N,N-100,N-106,N-093,N-003 dominates N-007; assumed that whole N-003 matriline overtakes whole N-007 matriline,female coup,
2001-09-02,N,N-093,N-100,N-094,N-003 dominates N-007; assumed that whole N-003 matriline overtakes whole N-007 matriline,female coup,
2001-09-02,N,N-094,N-093,N-001,N-003 dominates N-007; assumed that whole N-003 matriline overtakes whole N-007 matriline,female coup,
2001-09-19,S,S-082,S-087,S-097,"S-082+S-097 drop to ranks 17+18, between S-087 and S-088",female coup,
2001-09-19,S,S-097,S-082,S-088,"S-082+S-097 drop to ranks 17+18, between S-087 and S-088",female coup,
2001-09-19,S,N-083,N-088,S-043,N-083 joins hierarchy in rank 29 (S-043 drops to rank 30),male coup,
2001-10-08,U,U-081,M-120,M-113,"U-081 joins hierarchy in rank 5, between M-120 and M-113",mother unknown,
2001-10-13,S,S-083,S-089,S-096,"S-083+S-096 drop to ranks 4+5, between S-089 and S-084",female coup,
2001-10-13,S,S-096,S-083,S-084,"S-083+S-096 drop to ranks 4+5, between S-089 and S-084",female coup,
2002-07-17,N,S-085,A-122,S-080,A-122+S-080+S-085 immigrate; join hierarchy in ranks 28+30+29,immigrate on same date,
2002-07-18,N,X-025,A-122,L-127,"X-025+L-127+S-087+N-082 immigrate; X-025+L-127 join hierarchy in ranks 28+29, between A-122 and S-085, S-087 joins in rank 31, between S-085 and S-080, N-082 joins in rank 33, the last rank",immigrate on same date,
2002-07-18,N,L-127,X-025,S-085,"X-025+L-127+S-087+N-082 immigrate; X-025+L-127 join hierarchy in ranks 28+29, between A-122 and S-085, S-087 joins in rank 31, between S-085 and S-080, N-082 joins in rank 33, the last rank",immigrate on same date,
2002-07-18,N,S-087,S-085,S-080,"X-025+L-127+S-087+N-082 immigrate; X-025+L-127 join hierarchy in ranks 28+29, between A-122 and S-085, S-087 joins in rank 31, between S-085 and S-080, N-082 joins in rank 33, the last rank",immigrate on same date,
2002-07-18,N,N-082,S-080,last,"X-025+L-127+S-087+N-082 immigrate; X-025+L-127 join hierarchy in ranks 28+29, between A-122 and S-085, S-087 joins in rank 31, between S-085 and S-080, N-082 joins in rank 33, the last rank",immigrate on same date,
2002-11-21,N,L-090,X-025,L-127,"L-090 immigrates; joins hierarchy in rank 25, between X-025 and L-127",male coup,
2002-11-22,E,M-116,X-010,M-136,"M-116 immigrates; joins hierarchy in rank 37, between X-010 and M-136",male coup,
2002-12-13,N,F-090,A-122,X-025,"F-090 immigrates; joins hierarchy in rank 23, between A-122 and X-025",male coup,
2003-01-17,F,L-083,L-082,L-093,"L-083 drops to rank 24, between L-082 and L-093",male coup,
2003-03-09,N,N-107,N-105,N-097,"N-107+N-097+N-110 drop to ranks 4-6, between N-105 and N-089",female coup,
2003-03-09,N,N-097,N-107,N-110,"N-107+N-097+N-110 drop to ranks 4-6, between N-105 and N-089",female coup,
2003-03-09,N,N-110,N-097,N-089,"N-107+N-097+N-110 drop to ranks 4-6, between N-105 and N-089",female coup,
2003-04-30,M,M-204,M-203,M-098,"M-204 adopted by M-147, joins hierarchy in rank 12, between M-203 and M-098",adoption,
2003-08-11,M,M-082,M-139,M-198,"M-082+M-198+M-174 drop to ranks 33-35, between M-139 and M-005",female coup,
2003-08-11,M,M-198,M-082,M-174,"M-082+M-198+M-174 drop to ranks 33-35, between M-139 and M-005",female coup,
2003-08-11,M,M-174,M-198,M-005,"M-082+M-198+M-174 drop to ranks 33-35, between M-139 and M-005",female coup,
2003-09-29,F,M-117,A-123,A-103,M-117+A-103 immigrate; M-117 dominant over A-103,immigrate on same date,
2004-04-08,M,U-080,F-045,F-100,U-080+F-100 immigrate; U-080 dominant over F-100,immigrate on same date,
2004-04-12,M,E-090,F-045,U-080,"E-090+T-091 immigrate; E-090 joins hierarchy in rank 59, between F-045 and U-080, T-091 joins in rank 61, between U-080 and F-100, F-100 drops to rank 62, the last rank",immigrate on same date,
2004-04-12,M,T-091,U-080,F-100,"E-090+T-091 immigrate; E-090 joins hierarchy in rank 59, between F-045 and U-080, T-091 joins in rank 61, between U-080 and F-100, F-100 drops to rank 62, the last rank",immigrate on same date,
2004-04-18,M,E-094,F-045,E-090,"joins hierarchy in rank 60, between F-045 and E-090",male coup,
2004-04-19,M,L-126,E-090,U-080,"joins hierarchy in rank 62, between E-090 and U-080",male coup,
2004-04-21,F,A-125,A-123,A-124,"A-125 joins hierarchy in rank 33, between A-123 and A-124",male coup,
2004-06-10,E,M-162,M-136,L-148,M-162+L-148 immigrate; M-162 dominant over L-148,immigrate on same date,
2004-06-18,A,A-013,A-136,A-159,"A-013+A-159+A-142+A-119 drop to ranks 9-12, between A-136 and A-009",female coup,
2004-06-18,A,A-159,A-013,A-142,"A-013+A-159+A-142+A-119 drop to ranks 9-12, between A-136 and A-009",female coup,
2004-06-18,A,A-142,A-159,A-119,"A-013+A-159+A-142+A-119 drop to ranks 9-12, between A-136 and A-009",female coup,
2004-06-18,A,A-119,A-142,A-009,"A-013+A-159+A-142+A-119 drop to ranks 9-12, between A-136 and A-009",female coup,
2004-11-25,N,X-025,L-090,L-127,"drops to rank 26, between L-090 and L-127",male coup,
2004-11-25,N,N-089,N-102,N-124,N-089+N-124+N-111 drop to ranks 12-14,female coup,
2004-11-25,N,N-124,N-089,N-111,N-089+N-124+N-111 drop to ranks 12-14,female coup,
2004-11-25,N,N-111,N-124,N-106,N-089+N-124+N-111 drop to ranks 12-14,female coup,
2004-12-27,F,F-002,F-097,F-112,"F-002+F-112+F-102+F-096+F-111 drop to ranks 5-9, between F-097 and F-007",female coup,
2004-12-27,F,F-112,F-002,F-102,"F-002+F-112+F-102+F-096+F-111 drop to ranks 5-9, between F-097 and F-007",female coup,
2004-12-27,F,F-102,F-112,F-096,"F-002+F-112+F-102+F-096+F-111 drop to ranks 5-9, between F-097 and F-007",female coup,
2004-12-27,F,F-096,F-102,F-111,"F-002+F-112+F-102+F-096+F-111 drop to ranks 5-9, between F-097 and F-007",female coup,
2004-12-27,F,F-111,F-096,F-007,"F-002+F-112+F-102+F-096+F-111 drop to ranks 5-9, between F-097 and F-007",female coup,
2005-06-16,L,L-088,L-247,L-203,"L-088+L-203+L-204+L-164 drop to rank 7-10, between L-247 and L-205",female coup,
2005-06-16,L,L-203,L-088,L-204,"L-088+L-203+L-204+L-164 drop to rank 7-10, between L-247 and L-205",female coup,
2005-06-16,L,L-204,L-203,L-164,"L-088+L-203+L-204+L-164 drop to rank 7-10, between L-247 and L-205",female coup,
2005-06-16,L,L-164,L-204,L-205,"L-088+L-203+L-204+L-164 drop to rank 7-10, between L-247 and L-205",female coup,
2005-06-18,A,A-107,A-198,A-179,"A-107+A-179 drop to ranks 48+49, to end of hierarchy of natives",female coup,
2005-06-18,A,A-179,A-107,M-051,"A-107+A-179 drop to ranks 48+49, to end of hierarchy of natives",female coup,
2005-06-21,A,A-114,A-199,A-193,"A-114+A-193+A-150+A-151+A-135+A-186+A-187 drop to ranks 8-14, between A-199 and A-009",female coup,
2005-06-21,A,A-193,A-114,A-150,"A-114+A-193+A-150+A-151+A-135+A-186+A-187 drop to ranks 8-14, between A-199 and A-009",female coup,
2005-06-21,A,A-150,A-193,A-151,"A-114+A-193+A-150+A-151+A-135+A-186+A-187 drop to ranks 8-14, between A-199 and A-009",female coup,
2005-06-21,A,A-151,A-150,A-135,"A-114+A-193+A-150+A-151+A-135+A-186+A-187 drop to ranks 8-14, between A-199 and A-009",female coup,
2005-06-21,A,A-135,A-151,A-186,"A-114+A-193+A-150+A-151+A-135+A-186+A-187 drop to ranks 8-14, between A-199 and A-009",female coup,
2005-06-21,A,A-186,A-135,A-187,"A-114+A-193+A-150+A-151+A-135+A-186+A-187 drop to ranks 8-14, between A-199 and A-009",female coup,
2005-06-21,A,A-187,A-186,A-009,"A-114+A-193+A-150+A-151+A-135+A-186+A-187 drop to ranks 8-14, between A-199 and A-009",female coup,
2005-06-26,L,A-151,A-148,S-093,"immigration; A-151 joins hierarchy in rank 61, between A-148 and S-093, S-093 drops to rank 62",male coup,
2005-06-27,L,E-089,A-148,A-151,"immigration; E-089 joins hierarchy in rank 61, A-151+S-093 drop to ranks 62+63",male coup,
2005-07-09,L,A-150,E-089,A-151,"A-150+M-193 immigrate; A-150 joins hierarchy in rank 60, between E-089 and A-151",immigrate on same date+male coup,
2005-07-13,L,A-163,A-151,S-093,"immigration; A-163 joins hierarchy in rank 62, between A-151 and S-093",male coup,
2005-07-13,S,M-197,M-158,M-181,M-181+M-197 immigrate; M-197 dominant over M-181,immigrate on same date+male coup,
2005-07-30,L,L-088,L-250,L-203,"L-088+L-203+L-204+L-164 drop to ranks 12-15, between L-250 and L-102",female coup,
2005-07-30,L,L-203,L-088,L-204,"L-088+L-203+L-204+L-164 drop to ranks 12-15, between L-250 and L-102",female coup,
2005-07-30,L,L-204,L-203,L-164,"L-088+L-203+L-204+L-164 drop to ranks 12-15, between L-250 and L-102",female coup,
2005-07-30,L,L-164,L-204,L-102,"L-088+L-203+L-204+L-164 drop to ranks 12-15, between L-250 and L-102",female coup,
2005-08-03,L,L-222,L-151,L-221,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-221,L-222,L-194,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-194,L-221,L-160,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-160,L-194,L-246,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-246,L-160,L-139,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-139,L-246,L-250,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-250,L-139,L-141,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-088,L-231,L-203,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-203,L-088,L-204,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-204,L-203,L-164,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-03,L,L-164,L-204,L-087,"L-139+L-250 drop to ranks 13+14, between L-246 and L-141, L-222+L-221+L-194+L-160+L-246 drop to ranks 8-12, between L-151 and L-139, L-088+L-203+L-204+L-164 drop to ranks 18-21, between L-231 and L-087",female coup,
2005-08-18,S,A-019,S-113,S-116,"A-019+S-116+S-117 drop to ranks 4-6, between S-113 and A-008",female coup,
2005-08-18,S,S-116,A-019,S-117,"A-019+S-116+S-117 drop to ranks 4-6, between S-113 and A-008",female coup,
2005-08-18,S,S-117,S-116,A-008,"A-019+S-116+S-117 drop to ranks 4-6, between S-113 and A-008",female coup,
2005-09-05,L,A-137,A-163,S-093,"immigration; joins hierarchy in rank 59, between A-163 and S-093",male coup,
2006-02-02,L,L-156,L-185,L-190,"increases to rank 48, between L-185 and L-190",female coup,
2006-02-18,L,S-101,S-093,M-193,"S-101 joins clan in rank 68, between S-093 and M-193",male coup,
2006-02-19,S,S-084,S-122,S-120,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-02-19,S,S-120,S-084,S-121,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-02-19,S,S-121,S-120,S-112,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-02-19,S,S-112,S-121,S-113,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-02-19,S,S-113,S-112,A-019,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-02-19,S,A-019,S-113,S-116,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-02-19,S,S-116,A-019,S-117,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-02-19,S,S-117,S-116,A-008,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-02-19,S,A-008,S-117,S-114,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-02-19,S,S-114,A-008,T-040,S-084+S-120+S-121+S-112+S-113+A-019+S-116+S-117+A-008+S-114 drop to ranks 7-16,female coup,
2006-03-26,M,M-006,M-239,M-122,"M-006 drops to rank 4, between M-239 and M-122",female coup,
2006-09-25,A,F-112,S-091,L-196,"F-112 joins clan in rank 64, between S-091 and L-196",male coup,
2006-10-30,L,L-132,L-156,L-190,"L-132 increases to rank 48, between L-156 and L-190",female coup,
2007-02-23,N,L-204,M-214,last,"T-099+M-214+L-204 immigrate, join hierarchy in ranks 36-38",immigrate on same date,
2007-02-23,N,T-099,F-080,M-214,"T-099+M-214+L-204 immigrate, join hierarchy in ranks 36-38",immigrate on same date,
2007-03-12,N,M-194,T-099,M-214,"M-194+M-206 immigrate; M-194 joins hierarchy in rank 38, between T-099 and M-214, M-206 joins in rank 40, between M-214 and L-204",immigrate on same date+male coup,
2007-03-12,N,M-206,M-214,L-204,"M-194+M-206 immigrate; M-194 joins hierarchy in rank 38, between T-099 and M-214, M-206 joins in rank 40, between M-214 and L-204",immigrate on same date+male coup,
2007-03-26,E,E-159,E-158,E-135,"E-159 adopted by E-080, joins hierarchy in rank 9, between E-158 and E-135",adoption,
2007-04-01,E,E-161,E-123,E-095,"E-161 adopted by E-123, joins hierarchy in rank 12, between E-123 and E-095",adoption,entry may not be needed. NOTE: E-161 is dominant over E-158 on 2009-08-05
2007-05-08,N,T-099,M-206,L-204,"T-099 drops to rank 44, between M-206 and L-204",male coup,
2007-05-23,M,M-242,M-243,M-099,"M-242 overtaken by sibling M-243, drops to rank 10, between M-243 and M-099",female coup,
